a	一个
cotoneaster	栒子树
cotswold	科茨沃尔德山脉
cottage	小屋
cottager	村舍居民
cottar	租佃农
cotter	锁销
cottier	租佃农
cotton	棉花
cottonmouth	水蛇
cottonseed	棉籽
cottontail	棉尾兔
cottonweed	棉草
cottonwood	棉木
cottus	鳕鱼属
coturnix	鹌鹑
cotyledon	子叶
coucal	鹃鸟
couch	长沙发
couchette	卧铺
cougar	美洲狮
cough	咳嗽
coughing	咳嗽
could	可以
coulisse	幕布
coulomb	库仑
coulter	犁铧
coumarone	香豆素
council	委员会
councillor	委员
councilman	委员
councilor	委员
councilors	委员
councilorship	委员职位
councilwoman	委员
counsel	法律顾问
counseling	咨询
counselling	咨询
counsellor	咨询师
counselor	咨询师
counselorship	咨询师职位
count	计数
countable	可数的
countably	可数地
countdown	倒计时
countenance	面容
counter	计数器
counteract	抵消
counteraction	对抗
counterargument	反驳
counterattack	反击
counterbalance	平衡
counterblast	反击
counterblow	反击
counterbore	镗孔
counterchallenge	反击
counterchange	交换
countercharge	反控告
countercheck	反查
counterclaim	反诉
counterclockwise	逆时针
countercoup	反击
counterculture	反文化
countercurrent	逆流
counterdemonstration	反对示威
counterdemonstrator	反对示威者
counterespionage	反间谍
counterexample	反例
counterfeit	伪造的
counterfeiter	伪造者
counterfire	反击
counterfoil	孔版
counterglow	反光
counterinsurgency	反叛
counterintelligence	反情报
counterirritant	止痛药
counterman	售货员
countermand	撤销
countermarch	对行军
countermeasure	对策
countermine	反地雷
countermove	反击
counteroffensive	反攻
counteroffer	还价
counterpane	床罩
counterpart	对应物
counterperson	售货员
counterplan	对策
counterplay	对抗
counterplea	反诉
counterplot	阴谋
counterpoint	对位法
counterpoise	平衡
counterpose	对立
counterproductive	适得其反的
counterproposal	反提议
counterpunch	反击
counterreformation	宗教改革
counterrevolution	反革命
counterrevolutionary	反革命的
counterrevolutionist	反革命者
countershot	反冲
countersign	签名
countersignature	签名
countersink	沉头孔
counterspy	反间谍
counterstain	对比染色
counterstrike	反击
countersuit	反诉
countertenor	女高音
counterterrorism	反恐
counterterrorist	反恐的
countertop	柜台
countertransference	反移情作用
countervail	抵消
counterweight	平衡块
counterwoman	女柜员
countess	伯爵夫人
countinghouse	计算所
countless	无数的
countrified	乡村化的
country	国家
countryman	乡下人
countryseat	乡村座位
countryside	乡村
countrywoman	乡村妇女
county	县
coup	政变
coupe	轿车
couple	夫妇
coupler	联结器
couplet	对联
coupling	联结
coupon	优惠券
courage	勇气
courageous	勇敢的
courageously	勇敢地
courageousness	勇敢
courante	康塔舞曲
courbaril	西印度群岛的一种树
courgette	小胡瓜
courier	信使
courlan	鹤鹳
course	课程
courser	骏马
coursework	课程作业
coursing	追逐
court	法庭
courteous	有礼貌的
courteously	有礼貌地
courteousness	有礼貌
courtesan	妓女
courtesy	礼貌
courthouse	法院
courtier	朝臣
courting	求爱
courtliness	有礼貌
courtly	有礼貌的
courtroom	法庭
courtship	求爱
courtyard	院子
couscous	蒸粗麦粉
cousin	堂兄弟姐妹
couth	有教养的
couthie	友好的
couture	时装
couturier	时装设计师
couvade	产后父亲的行为
covalence	共价
covalency	共价键
covariance	协方差
covariation	协变量
cove	小海湾
coven	巫师集会
covenant	契约
coventry	被排斥
cover	盖子；覆盖
coverage	覆盖范围
coverall	工作服
covering	覆盖物
coverlet	床罩
covert	隐蔽的
covertly	秘密地
covertness	隐秘
covet	贪求
covetous	贪婪的
covetously	贪婪地
covetousness	贪婪
covey	一群
cow	母牛
cowage	牛奶费
coward	懦夫
cowardice	懦弱
cowardliness	胆怯
cowardly	胆小的
cowbell	牛铃
cowberry	酸浆果
cowbird	布谷鸟
cowboy	牛仔
cowcatcher	捕牛器
cower	畏缩
cowfish	牛鲨
cowgirl	女牛仔
cowhand	牛仔
cowherb	牛膝
cowherd	牛仆
cowhide	牛皮
cowhouse	牛舍
cowl	兜帽
cowlick	牛毛
cowling	发动机罩
cowman	牛仔
coworker	同事
coworkers	同事
cowpea	豇豆
cowpie	牛粪
cowpoke	牛仔
cowpox	牛痘
cowpuncher	牛仔
cowry	贝壳
cowshed	牛棚
cowskin	牛皮
cowslip	楸树
cox	舵手
coxa	股骨
coxcomb	花花公子
coxsackievirus	柯萨奇病毒
coxswain	舵手
coy	害羞的
coydog	混血狗
coyly	害羞地
coyness	害羞
coyote	郊狼
coypu	河狸
cozen	欺骗
cozenage	欺骗
cozily	舒适地
coziness	舒适
cozy	舒适的
crab	螃蟹
crabbedness	脾气坏
crabbily	脾气坏地
crabbiness	脾气坏
crabby	脾气坏的
crabgrass	狗牙根
crabmeat	蟹肉
crack	裂缝
crackdown	打击
cracker	饼干
crackerberry	红果
crackerjack	了不起的人
cracking	极好的
crackle	噼啪声
crackleware	噼啪声
cracklier	更脆的
crackliest	最脆的
crackling	炸肉皮
crackly	噼啪声地
crackpot	疯子
cracksman	盗贼
crackup	崩溃
crackups	崩溃
cradle	摇篮
cradlesong	摇篮曲
craft	工艺品
crafter	工匠
craftily	狡猾地
craftiness	狡猾
craftsman	工匠
craftsmanship	技艺
crafty	狡猾的
crag	峭壁
craggy	多峭壁的
cragsman	登山者
crake	秧鸡
cram	填鸭式地学习
crambe	芥菜属植物
crammer	补习班老师
cramp	抽筋
crampbark	紫檀树
crampfish	鲉鱼
crampon	登山爪
crampoon	钩镰刀
cran	鹤
cranberry	蔓越橘
cranch	嘎吱作响地咬
crane	起重机
cranesbill	鹤顶红
cranial	头盖的
craniate	脊椎动物
craniologist	颅骨学家
craniology	颅骨学
craniometer	颅骨测量仪
craniometry	颅骨测量学
craniotomy	开颅手术
cranium	颅骨
crank	曲柄
crankcase	曲轴箱
crankiness	易怒
crankshaft	曲轴
cranky	性情乖戾的
cranny	裂缝
crap	废物
crapaud	蟾蜍
crape	绉纱
crapper	厕所
crappie	美洲鲫鱼
crappier	比较差的
crappiest	最差的
crappy	糟糕的
crapshoot	冒险
crapshooter	赌徒
crapulence	酒醉
crash	崩溃
crasher	撞车者
crass	粗鲁的
crassitude	粗鲁
crassly	粗鲁地
crassness	粗鲁
crate	箱子
crater	火山口
cratered	火山口状的
cratering	形成火山口
craton	克拉通
craunch	嘎吱作响
cravat	领结
crave	渴望
craven	胆小的
cravenly	胆小地
cravenness	胆小
craving	渴望
craw	胃
crawdad	淡水小龙虾
crawfish	淡水小龙虾
crawl	爬行
crawler	爬行者
crawling	爬行
crawlspace	地下室
crayfish	淡水小龙虾
crayon	蜡笔
craze	狂热
crazily	疯狂地
craziness	疯狂
crazy	疯狂的
crazyweed	疯草
creak	嘎吱声
creakier	更嘎吱的
creakiest	最嘎吱的
creaky	嘎吱作响的
cream	奶油
creamer	奶精
creamery	奶制品店
creaminess	奶油味
creamy	奶油状的
crease	皱纹
creashak	克里什克
create	创造
creatine	肌酸
creation	创造
creationism	创造论
creative	创造性的
creatively	创造性地
creativeness	创造力
creatives	创意人员
creativity	创造力
creator	创造者
creature	生物
creche	托儿所
cred	信用
credence	信任
credendum	债务
credential	证书
credenza	餐具柜
credibility	可信度
credible	可信的
credibleness	可信性
credibly	可信地
credit	信用
creditable	值得赞扬的
creditably	值得称赞地
creditor	债权人
creditworthiness	信用价值
credo	信条
credulity	轻信
credulous	轻信的
credulously	轻信地
credulousness	轻信性
creed	教义
creek	小溪
creel	鱼篓
creep	爬行
creeper	攀缘植物
creepily	令人毛骨悚然地
creepiness	令人毛骨悚然的
creepy	令人毛骨悚然的
creese	克里斯短剑
cremate	火葬
cremation	火葬
crematorium	火葬场
crematory	火葬的
cremona	克雷莫纳
crenation	波浪状边缘
crenature	波浪状边缘
crenel	垛口
crenelate	垛口
crenelation	垛口
crenelle	垛口
creole	克里奥尔人
creolize	使克里奥尔化
creosol	松节油酚
creosote	松节油
crepe	绉纱
crepitate	爆裂声
crepitation	爆裂声
crepuscle	黄昏
crepuscule	黄昏
crescendo	高潮
crescent	新月
cresol	甲酚
cress	水芹
crest	顶峰
crestfallen	垂头丧气的
cretin	白痴
cretinism	先天性低能
cretinous	白痴的
cretonne	印花棉布
crevasse	裂缝
crevice	缝隙
crew	全体工作人员
crewelwork	刺绣
crewman	船员
crib	婴儿床
cribbage	纸牌游戏
crick	扭伤
cricket	板球
cricketer	板球运动员
crier	喊叫者
crime	犯罪
criminal	罪犯
criminality	犯罪行为
criminalization	犯罪化
criminalize	宣布...为犯罪
criminally	犯罪地
criminate	控告
criminologist	犯罪学家
criminology	犯罪学
crimp	卷曲
crimper	卷发器
crimson	深红色
cringe	畏缩
cringle	紧固环
crinkle	弯曲
crinkleroot	蜘蛛花
crinklier	弯曲的
crinkliest	最弯曲的
crinkly	弯曲的
crinoid	海百合
crinoline	蓬蓬裙
criollo	克里奥尔人
cripple	跛子
crisis	危机
crisp	脆的
crispen	使变脆
crispin	苹果品种
crispiness	脆度
crisply	爽脆地
crispness	爽脆
crispy	酥脆
crisscross	十字形地交叉
cristobalite	方解石
criterion	标准
crith	燕麦草
critic	评论家
critical	重要的
criticality	临界状态
critically	批判性地
criticalness	临界状态
criticism	批评
criticize	批评
critique	评论
critter	生物
croak	呱呱叫
croaker	鲈鱼
croaking	呱呱声
crochet	钩针编织
crocheting	钩针编织
croci	紫罗兰属植物
crock	陶罐
crockery	陶器
crocket	小花叶
crocodile	鳄鱼
crocodilian	鳄鱼类
crocus	番红花
croft	农田
crofter	小农
croissant	可颂面包
cromlech	石圈
cromorne	法国巴松管
crone	丑老太婆
crony	密友
cronyism	任人唯亲
crook	弯曲
crookback	弯曲的背
crooked	弯曲的
crookedly	弯曲地
crookedness	弯曲
crookneck	弯颈南瓜
croon	低声歌唱
crooner	低声歌唱者
crooning	低声歌唱
crop	庄稼
cropper	种植者
croquet	槌球
croquette	炸丸子
crore	十亿
crosier	杖头
cross	十字
crossbar	横杆
crossbeam	横梁
crossbench	中立席位
crossbencher	中立议员
crossbill	十字嘴
crossbones	骷髅
crossbow	弩
crossbreed	杂交
crossbreeding	杂交育种
crosscheck	交叉检查
crosschecked	交叉检查过的
crosschecking	交叉检查
crosscurrent	交叉洋流
crosscut	横切
crossfire	交叉火力
crosshatch	交叉划线
crosshead	横头
crossing	交叉口
crossjack	下桅斜帆
crossly	生气地
crossness	恶意
crossopterygian	肺鱼
crossover	交叉
crosspatch	脾气坏的人
crosspiece	横木
crossroad	十字路口
crossruff	交叉打
crosstalk	相声
crosstie	轨枕
crosstown	横穿城市的
crosswalk	人行横道
crossway	十字路口
crosswind	侧风
crosswise	横向地
crossword	纵横填字游戏
crotal	钱袋
crotalaria	猪屎豆
crotch	裆部
crotchet	附点音符
crotchetiness	脾气坏
crotchety	脾气坏的
croton	铁皮石斛
crottle	雪莓
crouch	蹲伏
croup	喉头炎
croupe	臀部
croupier	赌场荷官
croupiest	最糟糕的
croupy	喉咙炎的
crouton	炸面包块
crow	乌鸦
crowbar	撬棍
crowberry	翅膀果
crowd	人群
crowfoot	金凤花
crown	王冠
crownwork	王冠式堡垒
crozier	主教杖
crucial	关键的
crucially	至关重要地
crucible	坩埚
crucifer	十字花科植物
crucifix	十字架
crucifixion	十字架上的钉死
cruciform	十字形的
cruciforms	十字形
crucify	钉在十字架上
crud	粗鲁的人
cruddier	更粗陋的
cruddiest	最粗陋的
cruddy	粗鲁的
crude	粗糙的
crudely	粗糙地
crudeness	粗糙
crudity	粗糙
cruel	残忍的
crueller	更残忍的
cruellest	最残忍的
cruelly	残忍地
cruelness	残忍
cruelty	残忍
cruet	调味瓶
cruise	巡航
cruiser	巡洋舰
cruiserweight	超轻量级拳击手
cruller	油炸面团甜点
crumb	面包屑
crumbier	更多碎屑的
crumbiest	最多碎屑的
crumble	弄碎
crumbliness	易碎
crumbly	易碎的
crumby	面包屑的
crumhorn	曲角号
crummy	糟糕的
crump	爆裂声
crumpet	烤饼
crumple	弄皱
crunch	嘎吱嘎吱地咬碎
cruncher	嘎吱嘎吱咬碎的人或物
crunchier	更嘎吱嘎吱的
crunchiest	最嘎吱嘎吱的
crunchy	嘎吱嘎吱的
crupper	马鞍后腰带
crus	十字军
crusade	十字军东征
crusader	十字军战士
crush	压碎
crusher	碎石机
crust	面包皮
crustacean	甲壳类动物
crusty	硬皮的
crutch	拐杖
crux	关键点
cry	哭泣
crybaby	爱哭的人
cryobiology	低温生物学
cryogen	冷冻剂
cryogenics	低温学
cryogeny	低温
cryolite	氟铝矿
cryometer	测温器
cryoscope	测冰点仪
cryostat	低温恒温槽
cryosurgery	冷冻手术
crypt	隐秘的地方
cryptanalyst	密码分析员
cryptic	隐秘的
cryptically	隐秘地
cryptogam	隐花植物
cryptogram	密码
cryptograph	密码机
cryptographer	密码学家
cryptography	密码学
cryptologist	密码学家
cryptology	密码学
cryptomeria	杉木
cryptorchidism	隐睾症
cryptorchism	隐睾
crystal	水晶
crystalize	结晶
crystalline	结晶的
crystallite	微晶体
crystallization	结晶
crystallize	结晶
crystallographer	晶体学家
crystallographic	晶体学的
crystallography	晶体学
ctene	梳齿
ctenidium	鳃梳
ctenophore	梳水母
cub	幼兽
cuba	古巴
cuban	古巴人
cubby	小隔间
cubbyhole	壁橱角落
cube	立方体
cubeb	豆蔻
cubic	立方体的
cubical	立方体的
cubicity	立方度
cubicle	小卧室
cubism	立体主义
cubist	立体主义者
cubit	古代的长度单位
cubitus	臂骨
cuboid	立方骨
cuckold	被人妻欺骗的丈夫
cuckoldom	被人妻欺骗的状态
cuckoldry	被人妻欺骗的行为
cuckoo	布谷鸟
cuckooflower	水仙花属植物
cuckoopint	西洋参
cucumber	黄瓜
cucurbit	瓜类植物
cud	反刍的食物
cudbear	苔藓染料
cuddle	拥抱
cuddlier	更可爱的
cuddliest	最可爱的
cuddly	可爱的
cuddy	船上的小房间
cudgel	棍棒
cudweed	蒿属植物
cue	暗示
cuff	袖口
cuirass	护胸甲
